strategy,date,pnl,trades,balance
NEW_PRE,2025-02-19,0.0,0,10000.0
NEW_PRE,2025-02-20,0.0,0,10000.0
NEW_PRE,2025-02-21,0.0,0,10000.0
NEW_PRE,2025-02-24,0.0,0,10000.0
NEW_PRE,2025-02-25,0.0,0,10000.0
NEW_PRE,2025-02-26,0.0,0,10000.0
NEW_PRE,2025-02-27,0.0,0,10000.0
NEW_PRE,2025-02-28,0.0,0,10000.0
NEW_PRE,2025-03-03,0.0,0,10000.0
NEW_PRE,2025-03-04,0.0,0,10000.0
NEW_PRE,2025-03-05,0.0,0,10000.0
NEW_PRE,2025-03-06,0.0,0,10000.0
NEW_PRE,2025-03-07,0.0,0,10000.0
NEW_PRE,2025-03-10,0.0,0,10000.0
NEW_PRE,2025-03-11,0.0,0,10000.0
NEW_PRE,2025-03-12,0.0,0,10000.0
NEW_PRE,2025-03-17,0.0,0,10000.0
NEW_PRE,2025-03-18,0.0,0,10000.0
NEW_PRE,2025-03-19,0.0,0,10000.0
NEW_PRE,2025-03-20,0.0,0,10000.0
NEW_PRE,2025-03-21,0.0,0,10000.0
NEW_PRE,2025-03-24,0.0,0,10000.0
NEW_PRE,2025-03-25,0.0,0,10000.0
NEW_PRE,2025-03-26,0.0,0,10000.0
NEW_PRE,2025-03-27,0.0,0,10000.0
NEW_PRE,2025-03-28,0.0,0,10000.0
NEW_PRE,2025-03-31,567.3,1,10567.3
NEW_PRE,2025-04-01,0.0,0,10000.0
NEW_PRE,2025-04-02,0.0,0,10000.0
NEW_PRE,2025-04-03,0.0,0,10000.0
NEW_PRE,2025-04-04,0.0,0,10000.0
NEW_PRE,2025-04-07,0.0,0,10000.0
NEW_PRE,2025-04-08,0.0,0,10000.0
NEW_PRE,2025-04-09,0.0,0,10000.0
NEW_PRE,2025-04-10,0.0,0,10000.0
NEW_PRE,2025-04-11,0.0,0,10000.0
NEW_PRE,2025-04-14,0.0,0,10000.0
NEW_PRE,2025-04-15,0.0,0,10000.0
NEW_PRE,2025-04-16,0.0,0,10000.0
NEW_PRE,2025-04-17,0.0,0,10000.0
NEW_PRE,2025-04-23,0.0,0,10000.0
NEW_PRE,2025-04-24,0.0,0,10000.0
NEW_PRE,2025-04-25,0.0,0,10000.0
NEW_PRE,2025-04-28,0.0,0,10000.0
NEW_PRE,2025-04-29,0.0,0,10000.0
NEW_PRE,2025-04-30,0.0,0,10000.0
NEW_PRE,2025-05-01,0.0,0,10000.0
NEW_PRE,2025-05-02,0.0,0,10000.0
NEW_PRE,2025-05-14,0.0,0,10000.0
NEW_PRE,2025-05-15,0.0,0,10000.0
NEW_PRE,2025-05-16,0.0,0,10000.0
NEW_PRE,2025-05-19,0.0,0,10000.0
NEW_PRE,2025-05-20,0.0,0,10000.0
NEW_PRE,2025-05-21,0.0,0,10000.0
NEW_PRE,2025-05-23,0.0,0,10000.0
NEW_PRE,2025-05-27,0.0,0,10000.0
NEW_PRE,2025-05-28,0.0,0,10000.0
NEW_PRE,2025-05-29,0.0,0,10000.0
NEW_PRE,2025-05-30,0.0,0,10000.0
NEW_PRE,2025-06-02,-548.43,1,9451.57
NEW_PRE,2025-06-03,0.0,0,10000.0
NEW_PRE,2025-06-04,0.0,0,10000.0
NEW_PRE,2025-06-05,0.0,0,10000.0
NEW_PRE,2025-06-06,0.0,0,10000.0
NEW_PRE,2025-06-09,0.0,0,10000.0
NEW_PRE,2025-06-10,0.0,0,10000.0
NEW_PRE,2025-06-11,0.0,0,10000.0
NEW_PRE,2025-06-12,0.0,0,10000.0
NEW_PRE,2025-06-13,0.0,0,10000.0
NEW_PRE,2025-06-16,0.0,0,10000.0
NEW_PRE,2025-06-17,-304.6,1,9695.4
NEW_PRE,2025-06-18,0.0,0,10000.0
NEW_PRE,2025-06-20,0.0,0,10000.0
NEW_PRE,2025-06-23,0.0,0,10000.0
NEW_PRE,2025-06-24,0.0,0,10000.0
NEW_PRE,2025-06-25,0.0,0,10000.0
NEW_PRE,2025-06-26,0.0,0,10000.0
NEW_PRE,2025-06-27,-442.55,1,9557.45
NEW_PRE,2025-06-30,0.0,0,10000.0
NEW_PRE,2025-07-01,0.0,0,10000.0
NEW_PRE,2025-07-02,604.71,1,10604.71
NEW_PRE,2025-07-03,0.0,0,10000.0
NEW_PRE,2025-07-07,0.0,0,10000.0
NEW_PRE,2025-07-08,0.0,0,10000.0
NEW_PRE,2025-07-09,0.0,0,10000.0
NEW_PRE,2025-07-10,0.0,0,10000.0
NEW_PRE,2025-07-11,0.0,0,10000.0
NEW_PRE,2025-07-14,0.0,0,10000.0
NEW_PRE,2025-07-15,0.0,0,10000.0
NEW_PRE,2025-07-16,0.0,0,10000.0
NEW_PRE,2025-07-22,0.0,0,10000.0
NEW_PRE,2025-07-23,0.0,0,10000.0
NEW_PRE,2025-07-24,0.0,0,10000.0
NEW_PRE,2025-07-25,0.0,0,10000.0
NEW_PRE,2025-07-28,0.0,0,10000.0
NEW_PRE,2025-07-29,0.0,0,10000.0
NEW_PRE,2025-07-30,0.0,0,10000.0
NEW_PRE,2025-07-31,-222.28,1,9777.72
NEW_PRE,2025-08-01,0.0,0,10000.0
NEW_PRE,2025-08-04,0.0,0,10000.0
NEW_PRE,2025-08-05,0.0,0,10000.0
NEW_PRE,2025-08-06,0.0,0,10000.0
NEW_PRE,2025-08-07,0.0,0,10000.0
NEW_PRE,2025-08-08,0.0,0,10000.0
NEW_PRE,2025-08-11,0.0,0,10000.0
NEW_PRE,2025-08-12,0.0,0,10000.0
NEW_PRE,2025-08-13,0.0,0,10000.0
NEW_PRE,2025-08-14,0.0,0,10000.0
NEW_PRE,2025-08-15,0.0,0,10000.0
NEW_PRE,2025-08-18,0.0,0,10000.0
NEW_PRE,2025-08-19,0.0,0,10000.0
NEW_PRE,2025-08-20,0.0,0,10000.0
NEW_PRE,2025-08-28,0.0,0,10000.0
NEW_PRE,2025-08-29,0.0,0,10000.0
NEW_PRE,2025-09-02,0.0,0,10000.0
NEW_PRE,2025-09-03,0.0,0,10000.0
NEW_PRE,2025-09-04,0.0,0,10000.0
NEW_PRE,2025-09-05,0.0,0,10000.0
NEW_PRE,2025-09-08,0.0,0,10000.0
NEW_PRE,2025-09-09,0.0,0,10000.0
NEW_PRE,2025-09-10,584.79,1,10584.79
NEW_PRE,2025-09-11,0.0,0,10000.0
NEW_PRE,2025-09-12,0.0,0,10000.0
NEW_PRE,2025-09-15,0.0,0,10000.0
NEW_PRE,2025-09-16,0.0,0,10000.0
NEW_PRE,2025-09-17,-130.38,1,9869.62
NEW_PRE,2025-09-18,0.0,0,10000.0
NEW_PRE,2025-09-19,603.7,1,10603.7
NEW_PRE,2025-09-22,0.0,0,10000.0
NEW_PRE,2025-09-23,567.61,1,10567.61
NEW_PRE,2025-09-24,0.0,0,10000.0
NEW_PRE,2025-09-25,617.06,1,10617.06
NEW_PRE,2025-09-26,0.0,0,10000.0
NEW_PRE,2025-09-29,0.0,0,10000.0
NEW_PRE,2025-09-30,0.0,0,10000.0
NEW_PRE,2025-10-01,0.0,0,10000.0
NEW_PRE,2025-10-02,0.0,0,10000.0
NEW_PRE,2025-10-03,0.0,0,10000.0
NEW_PRE,2025-10-06,571.14,1,10571.14
NEW_PRE,2025-10-07,0.0,0,10000.0
NEW_PRE,2025-10-08,649.74,1,10649.74
NEW_PRE,2025-10-09,0.0,0,10000.0
NEW_PRE,2025-10-10,0.0,0,10000.0
NEW_PRE,2025-10-13,0.0,0,10000.0
NEW_PRE,2025-10-14,0.0,0,10000.0
NEW_PRE,2025-10-15,0.0,0,10000.0
NEW_PRE,2025-10-16,0.0,0,10000.0
NEW_PRE,2025-10-17,0.0,0,10000.0
NEW_PRE,2025-10-20,0.0,0,10000.0
NEW_PRE,2025-10-21,0.0,0,10000.0
NEW_PRE,2025-10-22,0.0,0,10000.0
NEW_PRE,2025-10-23,0.0,0,10000.0
NEW_PRE,2025-10-24,0.0,0,10000.0
NEW_PRE,2025-10-27,0.0,0,10000.0
NEW_PRE,2025-10-28,0.0,0,10000.0
NEW_PRE,2025-10-29,523.59,1,10523.59
NEW_PRE,2025-10-30,586.82,1,10586.82
NEW_PRE,2025-10-31,-679.99,1,9320.01
NEW_PRE,2025-11-03,-135.03,3,9864.97
NEW_PRE,2025-11-04,-633.08,2,9366.92
NEW_PRE,2025-11-05,-1122.95,2,8877.05
NEW_PRE,2025-11-06,0.0,0,10000.0
NEW_PRE,2025-11-07,486.57,1,10486.57
NEW_PRE,2025-11-10,486.1,1,10486.1
NEW_PRE,2025-11-11,544.8,1,10544.8
NEW_PRE,2025-11-12,-126.52,2,9873.48
NEW_PRE,2025-11-13,-636.59,1,9363.41
NEW_PRE,2025-11-14,179.48,2,10179.48
NEW_PRE,2025-11-17,0.0,0,10000.0
NEW_PRE,2025-11-18,0.0,0,10000.0
NEW_PRE,2025-11-19,0.0,0,10000.0
NEW_PRE,2025-11-20,0.0,0,10000.0
NEW_PRE,2025-11-21,0.0,0,10000.0
NEW_PRE,2025-11-24,0.0,0,10000.0
NEW_PRE,2025-11-25,0.0,0,10000.0
NEW_PRE,2025-11-26,0.0,0,10000.0
NEW_PRE,2025-11-28,0.0,0,10000.0
NEW_PRE,2025-12-01,0.0,0,10000.0
NEW_PRE,2025-12-02,0.0,0,10000.0
NEW_PRE,2025-12-03,0.0,0,10000.0
NEW_PRE,2025-12-04,0.0,0,10000.0
NEW_PRE,2025-12-05,0.0,0,10000.0
NEW_PRE,2025-12-08,0.0,0,10000.0
NEW_PRE,2025-12-09,0.0,0,10000.0
NEW_PRE,2025-12-10,0.0,0,10000.0
NEW_PRE,2025-12-11,1153.59,2,11153.59
NEW_PRE,2025-12-12,0.0,0,10000.0
NEW_PRE,2025-12-15,69.41,2,10069.41
NEW_PRE,2025-12-16,-110.16,3,9889.84
NEW_PRE,2025-12-17,452.54,2,10452.54
NEW_PRE,2025-12-18,535.8,1,10535.8
NEW_PRE,2025-12-19,510.49,1,10510.49
NEW_PRE,2025-12-22,0.0,0,10000.0
NEW_PRE,2025-12-23,0.0,0,10000.0
NEW_PRE,2025-12-24,-581.76,1,9418.24
NEW_PRE,2025-12-26,0.0,0,10000.0
NEW_PRE,2025-12-29,1135.75,2,11135.75
NEW_PRE,2025-12-30,1095.81,2,11095.81
NEW_PRE,2025-12-31,0.0,0,10000.0
NEW_PRE,2026-01-02,554.6,1,10554.6
NEW_PRE,2026-01-05,529.26,1,10529.26
ATOM_SUP_EMA200,2024-10-09,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-10,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-11,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-14,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-15,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-16,0.0,0,10000.0
ATOM_SUP_EMA200,2024-10-31,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-01,-647.97,1,9352.03
ATOM_SUP_EMA200,2024-11-04,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-05,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-06,-638.07,1,9361.93
ATOM_SUP_EMA200,2024-11-07,-420.21,1,9579.79
ATOM_SUP_EMA200,2024-11-08,874.71,1,10874.71
ATOM_SUP_EMA200,2024-11-11,-186.22,1,9813.78
ATOM_SUP_EMA200,2024-11-12,-102.31,1,9897.69
ATOM_SUP_EMA200,2024-11-13,859.75,1,10859.75
ATOM_SUP_EMA200,2024-11-14,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-15,-347.35,1,9652.65
ATOM_SUP_EMA200,2024-11-18,39.15,1,10039.15
ATOM_SUP_EMA200,2024-11-19,-232.92,1,9767.08
ATOM_SUP_EMA200,2024-11-20,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-21,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-22,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-26,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-27,0.0,0,10000.0
ATOM_SUP_EMA200,2024-11-29,-26.39,1,9973.61
ATOM_SUP_EMA200,2024-12-02,1276.22,3,11276.22
ATOM_SUP_EMA200,2024-12-03,-634.15,1,9365.85
ATOM_SUP_EMA200,2024-12-04,174.9,1,10174.9
ATOM_SUP_EMA200,2024-12-05,-92.46,5,9907.54
ATOM_SUP_EMA200,2024-12-06,-1225.95,2,8774.05
ATOM_SUP_EMA200,2024-12-09,-48.82,1,9951.18
ATOM_SUP_EMA200,2024-12-10,666.42,2,10666.42
ATOM_SUP_EMA200,2024-12-11,-392.62,3,9607.38
ATOM_SUP_EMA200,2024-12-12,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-13,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-16,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-17,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-18,815.7,1,10815.7
ATOM_SUP_EMA200,2024-12-19,955.81,2,10955.81
ATOM_SUP_EMA200,2024-12-20,35.89,1,10035.89
ATOM_SUP_EMA200,2024-12-23,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-24,0.0,0,10000.0
ATOM_SUP_EMA200,2024-12-26,223.55,3,10223.55
ATOM_SUP_EMA200,2024-12-27,211.92,1,10211.92
ATOM_SUP_EMA200,2024-12-30,-172.33,3,9827.67
ATOM_SUP_EMA200,2024-12-31,737.73,2,10737.73
ATOM_SUP_EMA200,2025-01-02,-423.47,1,9576.53
ATOM_SUP_EMA200,2025-01-03,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-06,-326.88,4,9673.12
ATOM_SUP_EMA200,2025-01-07,-498.33,9,9501.67
ATOM_SUP_EMA200,2025-01-08,1461.6,8,11461.6
ATOM_SUP_EMA200,2025-01-10,-824.89,3,9175.11
ATOM_SUP_EMA200,2025-01-13,-193.53,4,9806.47
ATOM_SUP_EMA200,2025-01-14,1739.44,3,11739.44
ATOM_SUP_EMA200,2025-01-15,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-16,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-17,866.3,1,10866.3
ATOM_SUP_EMA200,2025-01-21,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-22,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-23,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-24,-118.03,2,9881.97
ATOM_SUP_EMA200,2025-01-27,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-28,716.66,2,10716.66
ATOM_SUP_EMA200,2025-01-29,0.0,0,10000.0
ATOM_SUP_EMA200,2025-01-30,877.51,1,10877.51
ATOM_SUP_EMA200,2025-01-31,35.98,1,10035.98
ATOM_SUP_EMA200,2025-02-03,-154.22,1,9845.78
ATOM_SUP_EMA200,2025-02-04,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-05,623.84,2,10623.84
ATOM_SUP_EMA200,2025-02-06,78.77,2,10078.77
ATOM_SUP_EMA200,2025-02-07,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-10,-550.54,1,9449.46
ATOM_SUP_EMA200,2025-02-11,668.57,2,10668.57
ATOM_SUP_EMA200,2025-02-12,-667.27,2,9332.73
ATOM_SUP_EMA200,2025-02-13,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-14,-299.91,1,9700.09
ATOM_SUP_EMA200,2025-02-18,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-19,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-20,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-21,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-24,-637.53,1,9362.47
ATOM_SUP_EMA200,2025-02-25,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-26,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-27,0.0,0,10000.0
ATOM_SUP_EMA200,2025-02-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-03,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-04,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-05,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-06,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-07,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-10,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-11,-585.08,1,9414.92
ATOM_SUP_EMA200,2025-03-12,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-17,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-18,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-19,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-20,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-21,235.95,2,10235.95
ATOM_SUP_EMA200,2025-03-24,-422.2,1,9577.8
ATOM_SUP_EMA200,2025-03-25,-194.79,1,9805.21
ATOM_SUP_EMA200,2025-03-26,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-27,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-03-31,798.64,1,10798.64
ATOM_SUP_EMA200,2025-04-01,151.59,1,10151.59
ATOM_SUP_EMA200,2025-04-02,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-03,757.22,1,10757.22
ATOM_SUP_EMA200,2025-04-04,907.13,1,10907.13
ATOM_SUP_EMA200,2025-04-07,-218.69,1,9781.31
ATOM_SUP_EMA200,2025-04-08,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-09,-319.15,3,9680.85
ATOM_SUP_EMA200,2025-04-10,212.35,1,10212.35
ATOM_SUP_EMA200,2025-04-11,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-14,-234.08,1,9765.92
ATOM_SUP_EMA200,2025-04-15,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-16,-477.24,2,9522.76
ATOM_SUP_EMA200,2025-04-17,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-23,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-24,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-25,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-04-29,-581.66,1,9418.34
ATOM_SUP_EMA200,2025-04-30,300.05,1,10300.05
ATOM_SUP_EMA200,2025-05-01,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-02,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-14,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-15,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-16,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-19,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-20,127.71,1,10127.71
ATOM_SUP_EMA200,2025-05-21,11.56,1,10011.56
ATOM_SUP_EMA200,2025-05-23,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-27,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-05-29,-314.74,1,9685.26
ATOM_SUP_EMA200,2025-05-30,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-02,-161.32,1,9838.68
ATOM_SUP_EMA200,2025-06-03,-590.29,1,9409.71
ATOM_SUP_EMA200,2025-06-04,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-05,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-06,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-09,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-10,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-11,-232.61,1,9767.39
ATOM_SUP_EMA200,2025-06-12,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-13,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-16,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-17,-88.09,3,9911.91
ATOM_SUP_EMA200,2025-06-18,174.99,1,10174.99
ATOM_SUP_EMA200,2025-06-20,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-23,854.53,1,10854.53
ATOM_SUP_EMA200,2025-06-24,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-25,-654.93,1,9345.07
ATOM_SUP_EMA200,2025-06-26,0.0,0,10000.0
ATOM_SUP_EMA200,2025-06-27,-433.18,1,9566.82
ATOM_SUP_EMA200,2025-06-30,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-01,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-02,-525.85,1,9474.15
ATOM_SUP_EMA200,2025-07-03,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-07,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-08,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-09,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-10,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-11,-126.19,1,9873.81
ATOM_SUP_EMA200,2025-07-14,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-15,-644.98,1,9355.02
ATOM_SUP_EMA200,2025-07-16,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-22,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-23,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-24,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-25,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-29,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-30,0.0,0,10000.0
ATOM_SUP_EMA200,2025-07-31,90.16,1,10090.16
ATOM_SUP_EMA200,2025-08-01,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-04,-246.19,1,9753.81
ATOM_SUP_EMA200,2025-08-05,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-06,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-07,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-08,902.96,1,10902.96
ATOM_SUP_EMA200,2025-08-11,-337.64,1,9662.36
ATOM_SUP_EMA200,2025-08-12,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-13,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-14,-216.8,1,9783.2
ATOM_SUP_EMA200,2025-08-15,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-18,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-19,-560.49,1,9439.51
ATOM_SUP_EMA200,2025-08-20,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-28,0.0,0,10000.0
ATOM_SUP_EMA200,2025-08-29,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-02,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-03,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-04,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-05,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-08,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-09,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-10,912.39,1,10912.39
ATOM_SUP_EMA200,2025-09-11,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-12,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-15,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-16,0.0,0,10000.0
ATOM_SUP_EMA200,2025-09-17,-134.25,1,9865.75
ATOM_SUP_EMA200,2025-09-18,-281.22,1,9718.78
ATOM_SUP_EMA200,2025-09-19,317.29,1,10317.29
ATOM_SUP_EMA200,2025-09-22,-326.27,1,9673.73
