date,symbol,strategy,entry_price,exit_price,qty,net_pnl,exit_reason
2025-06-09,XTIA,DIP_SNIPER,2.441234605193013,2.5599,4014,476.32,EOD
2025-06-11,XTIA,DIP_SNIPER,5.575265300985911,5.296502035936615,1757,-489.79,SL
2025-06-17,SLRX,DIP_SNIPER,23.930917426658556,22.734371555325627,409,-489.39,SL
2025-06-17,ACXP,DIP_SNIPER,15.969963655451116,17.566960020996227,583,931.05,TP
2025-06-17,CERO,DIP_SNIPER,11.236554172289436,10.674726463674963,910,-511.26,SL
2025-06-18,IMRX,DIP_SNIPER,2.462497009520207,2.3393721590441965,3979,-489.91,SL
2025-06-23,INDP,DIP_SNIPER,11.05294741608322,12.158242157691545,886,979.29,TP
2025-06-25,ULY,DIP_SNIPER,9.720120954741944,10.692133050216139,1008,979.79,TP
2025-06-27,DAIC,DIP_SNIPER,13.727003415365248,13.040653244596985,713,-489.37,SL
2025-07-02,DAIC,DIP_SNIPER,16.340561780113532,15.523533691107854,599,-489.4,SL
2025-07-11,AZI,DIP_SNIPER,23.963944375687245,22.765747156902883,408,-488.86,SL
2025-07-15,KAPA,DIP_SNIPER,1.4935406194286933,1.4188635884572587,6561,-489.96,SL
2025-07-31,PBM,DIP_SNIPER,6.7139605824502295,7.385356640695253,1459,979.57,TP
2025-08-04,PBM,DIP_SNIPER,5.133449362293789,4.876776894179099,1909,-489.99,SL
2025-08-08,ORIS,DIP_SNIPER,3.02316549070693,3.325482039777623,3241,979.81,TP
2025-08-08,MRM,DIP_SNIPER,3.0213894626736293,2.8703199895399476,3561,-537.96,SL
2025-08-11,UGRO,DIP_SNIPER,0.4806141595593591,0.45658345158139113,20390,-489.99,SL
2025-08-14,TRIB,DIP_SNIPER,1.9126518966142922,1.8170193017835776,5123,-489.93,SL
2025-08-19,PRFX,DIP_SNIPER,2.9808927113684027,2.8318480757999827,3287,-489.91,SL
2025-09-10,JBDI,DIP_SNIPER,3.5457975445077965,3.3685076672824064,2763,-489.85,SL
2025-09-17,SPRC,DIP_SNIPER,5.148839601265992,4.891397621202692,1903,-489.91,SL
2025-09-18,PBM,DIP_SNIPER,5.902418448431783,6.492660293274962,1660,979.8,TP
2025-09-19,AMCI,DIP_SNIPER,50.01,47.509499999999996,195,-487.6,SL
2025-09-22,ORIS,DIP_SNIPER,4.6974548544411965,4.462582111719136,2086,-489.94,SL
2025-09-23,GLTO,DIP_SNIPER,5.76360850000832,5.475428075007904,1700,-489.91,SL
2025-09-23,ORIS,DIP_SNIPER,6.0032172979800436,5.703056433081041,1552,-465.85,SL
2025-09-24,QURE,DIP_SNIPER,34.2503590702579,37.675394977283695,286,979.56,TP
2025-09-25,SPRC,DIP_SNIPER,4.765726709965444,4.527440374467171,2056,-489.92,SL
2025-09-29,YCBD,DIP_SNIPER,1.334858855135359,1.4683447406488952,7341,979.92,TP
2025-10-01,RVSN,DIP_SNIPER,0.6002443503745862,0.5702321328558569,16326,-489.98,SL
2025-10-02,MIGI,DIP_SNIPER,13.936014051187865,13.239213348628471,703,-489.85,SL
2025-10-03,BNAI,DIP_SNIPER,5.6715393304694715,5.4,1727,-468.95,EOD
2025-10-06,SOPA,DIP_SNIPER,3.144822060512984,3.4593042665642826,3116,979.93,TP
2025-10-06,CCTG,DIP_SNIPER,1.7922928352478247,1.7026781934854334,6003,-537.96,SL
2025-10-07,CISS,DIP_SNIPER,3.9770237025858326,3.778172517456541,2464,-489.97,SL
2025-10-07,GLTO,DIP_SNIPER,9.486243821262367,9.011931630199248,982,-465.77,SL
2025-10-07,COCH,DIP_SNIPER,1.701511465968689,1.871662612565558,5209,886.32,TP
2025-10-07,ULY,DIP_SNIPER,4.040755518588423,3.8387177426590013,2408,-486.51,SL
2025-10-07,RVSN,DIP_SNIPER,0.8438714585731354,0.8016778856444786,10967,-462.74,SL
2025-10-08,ACXP,DIP_SNIPER,10.25081088825955,9.738270343846573,956,-489.99,SL
2025-10-08,XBIO,DIP_SNIPER,13.382622441886738,14.720884686075413,696,931.43,TP
2025-10-08,RNAZ,DIP_SNIPER,19.31935369938676,18.35338601441742,529,-511.0,SL
2025-10-14,UGRO,DIP_SNIPER,0.4834872901000151,0.45931292559501435,20269,-489.99,SL
2025-10-14,TMQ,DIP_SNIPER,9.96391107432182,9.465715520605729,935,-465.81,SL
2025-10-15,MIGI,DIP_SNIPER,31.703545344276314,30.1183680770625,309,-489.82,SL
2025-10-20,MSAI,DIP_SNIPER,0.6130352483157717,0.5823834858999831,15986,-490.0,SL
2025-10-23,MSAI,DIP_SNIPER,0.9802118302077294,0.9312012386973428,9997,-489.96,SL
2025-10-29,FGL,DIP_SNIPER,0.72807514504111,0.6916713877890545,13460,-489.99,SL
2025-10-29,PPBT,DIP_SNIPER,0.7833007530872982,0.8616308283960281,11898,931.97,TP
2025-10-29,ERNA,DIP_SNIPER,1.6698188567808558,1.8368007424589416,6128,1023.26,TP
2025-10-30,ORIS,DIP_SNIPER,3.1467226275631868,3.4613948903195055,3114,979.89,TP
2025-10-31,MSPR,DIP_SNIPER,0.2523776653916193,0.23975878212203836,38830,-489.99,SL
2025-11-03,MSPR,DIP_SNIPER,0.7235257037242137,0.6873494185380029,13544,-489.97,SL
2025-11-03,SMX,DIP_SNIPER,22.491816878618646,21.367226034687715,414,-465.58,SL
2025-11-03,RAY,DIP_SNIPER,3.858329105514953,3.6654126502392055,2297,-443.13,SL
2025-11-03,YGMZ,DIP_SNIPER,2.404901087028635,2.645391195731499,3505,842.92,TP
2025-11-03,PHIO,DIP_SNIPER,2.4345082015434025,2.677959021697743,3801,925.36,TP
2025-11-03,AREC,DIP_SNIPER,5.087645291746708,4.833263027159372,1997,-508.0,SL
2025-11-03,DTCK,DIP_SNIPER,2.673821235536891,2.9412033590905806,3614,966.32,TP
2025-11-04,PTLE,DIP_SNIPER,0.32839327507615046,0.3119736113223429,29842,-490.0,SL
2025-11-04,SCNX,DIP_SNIPER,0.9515863307942821,1.0467449638737105,9793,931.89,TP
2025-11-04,RUBI,DIP_SNIPER,26.561825372848723,25.233734104206285,385,-511.32,SL
2025-11-04,DTCK,DIP_SNIPER,4.3599779586111,4.141979060680544,2232,-486.57,SL
2025-11-04,ORIS,DIP_SNIPER,4.391310149495657,4.171744642020873,2107,-462.62,SL
2025-11-05,NVVE,DIP_SNIPER,12.188377126317285,11.57895827000142,804,-489.97,SL
2025-11-05,CHR,DIP_SNIPER,12.819279497994867,12.178315523095122,727,-465.98,SL
2025-11-05,MTC,DIP_SNIPER,0.3748285027438111,0.3560870776066205,23645,-443.14,SL
2025-11-05,LNAI,DIP_SNIPER,1.020848282755985,0.9698058686181857,8256,-421.41,SL
2025-11-05,SORA,DIP_SNIPER,4.6106575140483885,4.380124638345969,1738,-400.67,SL
2025-11-06,YGMZ,DIP_SNIPER,3.767241013152322,4.143965114467555,2601,979.86,TP
2025-11-06,STGW,DIP_SNIPER,7.777947635591241,7.3890502538116785,1383,-537.85,SL
2025-11-07,BKYI,DIP_SNIPER,0.8325004963071152,0.7908754714917594,11771,-489.97,SL
2025-11-10,IMTE,DIP_SNIPER,1.8757243925776101,1.7819381729487296,5224,-489.94,SL
2025-11-10,GLTO,DIP_SNIPER,17.33883631335636,19.072719944691997,537,931.1,TP
2025-11-10,VCIG,DIP_SNIPER,1.6997818230762594,1.6147927319224462,6019,-511.55,SL
2025-11-11,VCIG,DIP_SNIPER,2.354633809231742,2.2369021187701548,4162,-490.0,SL
2025-11-11,GLTO,DIP_SNIPER,26.28872548413882,24.97428920993188,354,-465.31,SL
2025-11-12,VCIG,DIP_SNIPER,1.78468342203295,1.6954492509313024,5491,-489.98,SL
2025-11-12,SLRX,DIP_SNIPER,1.9346542202808334,2.128119642308917,4817,931.92,TP
2025-11-12,CYPH,DIP_SNIPER,0.5556040597722802,0.6111644657495083,18417,1023.26,TP
2025-11-13,NVVE,DIP_SNIPER,19.317071200425378,18.35121764040411,507,-489.69,SL
2025-11-13,CMND,DIP_SNIPER,17.871702192793983,16.97811708315428,521,-465.56,SL
2025-11-14,ASBP,DIP_SNIPER,0.14572239955365432,0.1384362795759716,67251,-490.0,SL
2025-11-14,WTO,DIP_SNIPER,4.134995574476775,3.9282457957529355,2253,-465.81,SL
2025-11-21,CCTG,DIP_SNIPER,0.20138689362639323,0.19131754894507355,48662,-489.99,SL
2025-11-24,AEHL,DIP_SNIPER,1.9364507337484376,2.1300958071232814,5060,979.84,TP
2025-11-25,PAVS,DIP_SNIPER,78.27056554618434,74.35703726887512,125,-489.19,SL
2025-12-01,FLYE,DIP_SNIPER,11.166267664449052,12.282894430893958,877,979.28,TP
2025-12-10,BEAT,DIP_SNIPER,1.2166690755578238,1.3383359831136064,8054,979.91,TP
2025-12-10,BBGI,DIP_SNIPER,16.53694325977945,18.190637585757393,650,1074.9,TP
2025-12-10,MIGI,DIP_SNIPER,7.169315592018694,6.810849812417759,1647,-590.39,SL
2025-12-11,ATPC,DIP_SNIPER,0.16188552498409542,0.15379124873489064,60536,-490.0,SL
2025-12-11,MIGI,DIP_SNIPER,8.096431529532108,8.90607468248532,1151,931.9,TP
2025-12-11,BTTC,DIP_SNIPER,8.709789520199454,8.27430004418948,1174,-511.26,SL
2025-12-11,PETS,DIP_SNIPER,3.0117460519919264,2.86115874939233,3231,-486.55,SL
2025-12-11,BEAT,DIP_SNIPER,2.035214964724696,2.2387364611971656,4547,925.41,TP
2025-12-12,YCBD,DIP_SNIPER,1.3703582557484846,1.3018403429610603,7151,-489.97,SL
2025-12-15,YCBD,DIP_SNIPER,1.5925921732304011,1.5129625645688811,6153,-489.96,SL
2025-12-15,RADX,DIP_SNIPER,14.609039500408274,13.878587525387859,637,-465.3,SL
2025-12-15,MASK,DIP_SNIPER,0.40803103497480864,0.44883413847228953,21723,886.37,TP
2025-12-15,AMCI,DIP_SNIPER,6.640229215810687,7.304252137391757,1465,972.79,TP
2025-12-16,RILYL,DIP_SNIPER,8.530390303226701,8.103870788065366,1148,-489.64,SL
2025-12-16,RILYP,DIP_SNIPER,7.18932153706131,6.829855460208244,1296,-465.87,SL
2025-12-16,AZI,DIP_SNIPER,2.1042921941004185,2.3147214135104606,4212,886.33,TP
2025-12-16,AMCI,DIP_SNIPER,13.041991629863896,12.389892048370701,746,-486.47,SL
2025-12-16,VMAR,DIP_SNIPER,0.978080994918724,0.9291769451727878,9462,-462.73,SL
2025-12-17,YCBD,DIP_SNIPER,2.0101632173337647,1.9096550564670765,4875,-489.98,SL
2025-12-17,VYNE,DIP_SNIPER,0.7053090647910844,0.6700436115515301,13213,-465.96,SL
2025-12-17,PCSA,DIP_SNIPER,6.853124789538439,6.510468550061517,1293,-443.05,SL
2025-12-18,UGRO,DIP_SNIPER,0.45796518802540476,0.4350669286241345,21399,-490.0,SL
2025-12-18,ATHA,DIP_SNIPER,6.430033731339451,7.073037104473396,1449,931.71,TP
2025-12-19,PRPH,DIP_SNIPER,1.5481062308899234,1.4707009193454272,6330,-489.98,SL
2025-12-19,AZI,DIP_SNIPER,2.8204505959025385,2.6794280661074117,3304,-465.94,SL
2025-12-19,LAZR,DIP_SNIPER,0.46846003243623074,0.4450370308144192,18919,-443.14,SL
2025-12-23,TRIB,DIP_SNIPER,1.2306544417442575,1.3537198859186834,7963,979.97,TP
2025-12-23,HIHO,DIP_SNIPER,1.365091499548772,1.2968369245713334,7882,-537.98,SL
2025-12-23,PCLA,DIP_SNIPER,0.25429927702513816,0.279729204727652,40240,1023.3,TP
2025-12-24,DRMA,DIP_SNIPER,2.8669164467536907,2.723570624416006,3418,-489.96,SL
2025-12-24,ELOG,DIP_SNIPER,2.765088651232993,2.626834218671343,3370,-465.92,SL
2025-12-24,AMCI,DIP_SNIPER,11.23612953814969,10.674323061242205,788,-442.7,SL
2025-12-24,ECDA,DIP_SNIPER,0.9279083005249433,0.8815128854986961,9084,-421.46,SL
2025-12-26,DTCK,DIP_SNIPER,0.43524128729616074,0.4787654160257768,22516,979.99,TP
2025-12-26,ECDA,DIP_SNIPER,1.59761914226082,1.7573810564869021,6735,1076.0,TP
2025-12-26,PCLA,DIP_SNIPER,0.38363276217151826,0.4219960383886701,30797,1181.47,TP
2025-12-26,PAVS,DIP_SNIPER,2.183690978846049,2.0745064299037463,5940,-648.56,SL
2025-12-26,SOPA,DIP_SNIPER,1.529306496434109,1.68223714607752,8067,1233.69,TP
2025-12-29,MASK,DIP_SNIPER,0.2712670986938997,0.2577037437592047,36126,-489.99,SL
2025-12-29,SOPA,DIP_SNIPER,2.360872394472093,2.2428287747484883,3947,-465.92,SL
2025-12-29,BNAI,DIP_SNIPER,2.193395302247187,2.0837255371348276,4040,-443.07,SL
2025-12-29,CCTG,DIP_SNIPER,0.21777222932218943,0.20688361785607995,38705,-421.44,SL
2025-12-29,BFRGW,DIP_SNIPER,0.22,0.24200000000000002,36436,801.59,TP
2025-12-29,RPGL,DIP_SNIPER,0.7053539949593837,0.7758893944553221,12478,880.14,TP
2025-12-30,BFRGW,DIP_SNIPER,0.6222842596529072,0.5911700466702619,15748,-489.99,SL
2025-12-30,SOPA,DIP_SNIPER,3.722260187315321,3.536147177949555,2503,-465.84,SL
2025-12-30,ULY,DIP_SNIPER,2.4109015815827797,2.651991739741058,3676,886.25,TP
2025-12-31,INBS,DIP_SNIPER,7.931199322761543,8.724319255037699,1235,979.5,TP
2026-01-02,CHOW,DIP_SNIPER,0.9507208448414486,1.0457929293255934,10307,979.91,TP
2026-01-02,LVRO,DIP_SNIPER,1.0069649334894426,0.9566166868149705,10685,-537.97,SL
2026-01-02,BNAI,DIP_SNIPER,3.7331712930171217,3.5465127283662654,2741,-511.63,SL
2026-01-05,VRME,DIP_SNIPER,1.07,1.0165,9158,-489.95,SL
2026-01-05,TMDE,DIP_SNIPER,1.04,0.988,8961,-465.97,SL
2026-01-05,MNTS,DIP_SNIPER,9.55774293109771,9.079855784542824,927,-443.0,SL
2026-01-05,UFG,DIP_SNIPER,0.998,0.9480999999999999,8445,-421.41,SL
2026-01-05,LHSW,DIP_SNIPER,0.8399,0.9238900000000001,9544,801.6,TP
2024-11-01,NMHI,ROD_B,3.5257350993377483,3.2436762913907287,2779,-783.84,SL
2024-11-06,TMQ,ROD_B,0.7818425531914894,0.8600268085106384,12534,979.96,TP
2024-11-07,NMHI,ROD_B,6.225117948717949,6.847629743589744,1574,979.83,TP
2024-11-08,NMHI,ROD_B,8.522,7.8402400000000005,1149,-783.34,SL
2024-11-11,CERO,ROD_B,341.7,375.87,28,956.76,TP
2024-11-12,CERO,ROD_B,492.14399999999995,541.3584,19,935.07,TP
2024-11-13,NMHI,ROD_B,5.002305,5.5025355000000005,1959,979.95,TP
2024-11-15,CERO,ROD_B,597.2869999999999,549.5040399999999,16,-764.53,SL
2024-11-18,NIVF,ROD_B,6397.5,5885.7,1,-511.8,SL
2024-11-19,PRFX,ROD_B,2.815969696969697,3.097566666666667,3480,979.96,TP
2024-11-29,PRFX,ROD_B,3.38,3.718,2899,979.86,TP
2024-12-02,EHGO,ROD_B,4.6408,5.10488,2111,979.67,TP
2024-12-02,PPBT,ROD_B,5.3168,4.891456,2023,-860.47,SL
2024-12-02,SNTI,ROD_B,3.9317741935483874,4.324951612903226,2522,991.59,TP
2024-12-02,FGL,ROD_B,3.5158519999999998,3.8674372,3096,1088.51,TP
2024-12-03,CTNT,ROD_B,5.685787,6.254365700000001,1723,979.66,TP
2024-12-04,SVMH,ROD_B,1.6676829268292683,1.8344512195121954,5876,979.93,TP
2024-12-05,SVMH,ROD_B,2.5484999999999998,2.34462,3845,-783.92,SL
2024-12-05,PBM,ROD_B,28.4525,31.297750000000004,317,901.94,TP
2024-12-05,PRFX,ROD_B,5.992314049586778,6.591545454545456,1654,991.13,TP
2024-12-05,TARA,ROD_B,4.728134328358209,5.20094776119403,2302,1088.42,TP
2024-12-05,RKDA,ROD_B,7.365385714285714,6.776154857142857,1622,-955.73,SL
2024-12-06,ALBT,ROD_B,3.315,3.0498000000000003,2956,-783.93,SL
2024-12-06,UPC,ROD_B,129.89538461538461,142.8849230769231,69,896.28,TP
2024-12-09,LDTC,ROD_B,0.49032500000000007,0.5393575000000002,19986,979.96,TP
2024-12-10,QURE,ROD_B,12.614,11.604880000000001,776,-783.08,SL
2024-12-10,CPIX,ROD_B,2.4961254999999998,2.74573805,3618,903.1,TP
2024-12-11,NIVF,ROD_B,4299.0,3955.0800000000004,2,-687.84,SL
2024-12-11,CADL,ROD_B,10.532613636363637,9.690004545454546,866,-729.7,SL
2024-12-11,LDTC,ROD_B,1.778631,1.63634052,4728,-672.75,SL
2024-12-18,FGL,ROD_B,2.321441071428571,2.1357257857142855,4221,-783.9,SL
2024-12-19,PRFX,ROD_B,2.9574999999999996,3.25325,3313,979.82,TP
2024-12-19,PBM,ROD_B,30.6288,33.69168,351,1075.07,TP
2024-12-20,PBM,ROD_B,35.1426,32.331192,278,-781.57,SL
2024-12-24,AMPG,ROD_B,4.021986500000001,4.0799,2436,141.08,EOD
2024-12-26,SPRC,ROD_B,11.385530612244898,12.524083673469388,860,979.16,TP
2024-12-26,RVSN,ROD_B,0.58087,0.638957,18523,1075.95,TP
2024-12-26,RAY,ROD_B,23.615999999999996,21.726719999999997,500,-944.64,SL
2024-12-27,RAY,ROD_B,35.45230769230769,32.616123076923074,276,-782.79,SL
2024-12-30,RVSN,ROD_B,1.52,1.3984,6447,-783.96,SL
2024-12-30,REKR,ROD_B,2.4305,2.67355,3715,902.93,TP
2024-12-30,FLYE,ROD_B,64.4357,59.280844,153,-788.69,SL
2024-12-31,FLYE,ROD_B,80.72736111111111,88.80009722222222,121,976.8,TP
2024-12-31,BREA,ROD_B,8.53389552238806,9.387285074626867,1260,1075.27,TP
2025-01-02,ORIS,ROD_B,43.95,40.434000000000005,222,-780.55,SL
2025-01-06,RHE,ROD_B,4.535714285714286,4.989285714285715,2160,979.71,TP
2025-01-06,FUBO,ROD_B,1.70375,1.5674500000000002,6315,-860.73,SL
2025-01-06,SPRC,ROD_B,14.549249999999999,13.385309999999999,681,-792.64,SL
2025-01-07,EZGO,ROD_B,21.666,23.832600000000003,452,979.3,TP
2025-01-07,MDIA,ROD_B,1.5875,1.4605,6777,-860.68,SL
2025-01-07,MSAI,ROD_B,3.751325,3.451219,2643,-793.18,SL
2025-01-07,IMRX,ROD_B,3.8451538461538464,3.537541538461539,2376,-730.89,SL
2025-01-07,HOTH,ROD_B,1.54801,1.7028110000000003,5440,842.12,TP
2025-01-07,SYRA,ROD_B,0.645565,0.5939198000000001,14325,-739.82,SL
2025-01-07,XTIA,ROD_B,46.51475000000001,42.79357000000001,183,-680.98,SL
2025-01-07,CERO,ROD_B,122.91,113.0772,63,-619.47,SL
2025-01-07,CGBS,ROD_B,0.692144,0.63677248,10472,-579.85,SL
2025-01-08,TPET,ROD_B,1.6640350877192982,1.8304385964912282,5889,979.95,TP
2025-01-08,EONR,ROD_B,1.909348148148148,2.100282962962963,5635,1075.92,TP
2025-01-08,JBDI,ROD_B,1.2164430232558139,1.3380873255813954,9712,1181.41,TP
2025-01-08,CURR,ROD_B,2.8087176470588235,2.5840202352941177,4618,-1037.65,SL
2025-01-08,XHG,ROD_B,27.60222222222222,25.394044444444443,433,-956.14,SL
2025-01-08,SILO,ROD_B,2.2253078014184395,2.0472831773049647,4951,-881.4,SL
2025-01-08,VIR,ROD_B,12.564769500000002,13.821246450000004,808,1015.23,TP
2025-01-08,CGBS,ROD_B,0.8250580000000001,0.7590533600000001,13513,-891.92,SL
2025-01-10,VMAR,ROD_B,29.901420454545452,27.509306818181816,327,-782.22,SL
2025-01-10,AIFF,ROD_B,3.97922,3.6608824,2270,-722.63,SL
2025-01-10,CGBS,ROD_B,0.9126899999999999,1.003959,9121,832.46,TP
2025-01-13,ATPC,ROD_B,2.1375,2.3512500000000003,4584,979.83,TP
2025-01-13,PHIO,ROD_B,2.6237500000000002,2.8861250000000007,4101,1076.0,TP
2025-01-13,SLRX,ROD_B,40.93125,45.024375,288,1178.82,TP
2025-01-13,KAPA,ROD_B,1.267346153846154,1.3940807692307695,10233,1296.88,TP
2025-01-14,NMHI,ROD_B,2.4480536912751676,2.6928590604026845,4003,979.96,TP
2025-01-14,AIFF,ROD_B,2.837173913043478,3.1208913043478264,3792,1075.86,TP
2025-01-14,ERNA,ROD_B,6.478045454545454,7.125850000000001,1823,1180.95,TP
2025-01-17,ZEO,ROD_B,3.466666666666667,3.189333333333334,2826,-783.74,SL
2025-01-24,RNAZ,ROD_B,173.85685,191.24253500000003,56,973.6,TP
2025-01-24,PCLA,ROD_B,4.115589,4.5271479,2613,1075.4,TP
2025-01-28,TRIB,ROD_B,1.0419,1.14609,9405,979.91,TP
2025-01-28,RNAZ,ROD_B,358.54769999999996,329.863884,30,-860.51,SL
2025-01-30,NWTG,ROD_B,21.87065,24.057715,448,979.81,TP
2025-01-31,SOPA,ROD_B,1.2458529761904762,1.370438273809524,7866,979.99,TP
2025-02-03,SOPA,ROD_B,2.181532,2.3996852,4492,979.94,TP
2025-02-05,RNAZ,ROD_B,266.9537096774194,245.59741290322586,36,-768.83,SL
2025-02-05,CPIX,ROD_B,4.854082,5.3394902,1863,904.32,TP
2025-02-06,SOPA,ROD_B,2.1538455,2.12,4550,-154.0,EOD
2025-02-10,BNAI,ROD_B,6.156174999999999,6.7717925,1591,979.45,TP
2025-02-11,AIFF,ROD_B,4.104844444444445,4.51532888888889,2387,979.83,TP
2025-02-11,SOPA,ROD_B,3.5779685,3.93576535,3007,1075.9,TP
2025-02-12,NWTG,ROD_B,16.41482142857143,15.101635714285715,597,-783.97,SL
2025-02-12,AIFF,ROD_B,11.645605,12.8101655,775,902.53,TP
2025-02-14,NWTG,ROD_B,28.90575,31.796325000000003,339,979.9,TP
2025-02-24,ATPC,ROD_B,1.51303,1.3919876000000002,6477,-783.99,SL
2025-03-11,RAY,ROD_B,21.4105,23.551550000000002,457,978.46,TP
2025-03-21,GLTO,ROD_B,5.967554285714286,5.490149942857143,1642,-783.9,SL
2025-03-21,RNAZ,ROD_B,37.4734,34.475528,241,-722.49,SL
2025-03-24,RAY,ROD_B,24.483494623655915,22.524815053763444,400,-783.47,SL
2025-03-25,RAY,ROD_B,29.96255,32.958805000000005,327,979.78,TP
2025-03-31,NWTG,ROD_B,1.9560153846153847,2.1516169230769235,5010,979.96,TP
2025-04-01,YCBD,ROD_B,2.190425196850394,2.4094677165354335,4474,980.0,TP
2025-04-03,MRM,ROD_B,0.52470234375,0.5771725781250001,18677,979.99,TP
2025-04-04,AEHL,ROD_B,3.7616305,4.1377935500000005,2605,979.9,TP
2025-04-07,NWTG,ROD_B,2.2019805263157894,2.4221785789473684,4450,979.88,TP
2025-04-09,PHIO,ROD_B,1.6782166666666667,1.8460383333333334,5839,979.91,TP
2025-04-09,MRM,ROD_B,0.71918125,0.6616467500000001,14961,-860.77,SL
2025-04-09,AEHL,ROD_B,4.761720253164557,5.237892278481014,2082,991.39,TP
2025-04-10,MRM,ROD_B,1.0485915,1.15345065,9345,979.91,TP
2025-04-14,AREC,ROD_B,0.7250715000000001,0.6670657800000002,13515,-783.95,SL
2025-04-16,ZEO,ROD_B,1.8765749999999999,2.0642325,5222,979.95,TP
2025-04-16,AREC,ROD_B,1.0443995,1.19,10302,1499.98,EOD
2025-04-29,ULY,ROD_B,10.493516,9.65403472,933,-783.24,SL
2025-04-30,ULY,ROD_B,14.142172666666665,15.556389933333334,692,978.64,TP
2025-05-20,MRM,ROD_B,0.9807235294117647,0.9022656470588235,9992,-783.95,SL
2025-05-21,MRM,ROD_B,1.7031905,1.8735095500000003,5753,979.85,TP
2025-05-29,ZEO,ROD_B,2.886923076923077,2.655969230769231,3394,-783.86,SL
2025-06-02,NIVF,ROD_B,58.76125,64.637375,166,975.44,TP
2025-06-03,NIVF,ROD_B,114.1275,104.9973,85,-776.07,SL
2025-06-09,XTIA,ROD_B,2.4665665000000003,2.5599,3973,370.81,EOD
2025-06-11,XTIA,ROD_B,4.037738,4.441511800000001,2427,979.96,TP
2025-06-17,SLRX,ROD_B,26.5125,24.3915,369,-782.65,SL
2025-06-17,ACXP,ROD_B,9.6242,10.586620000000002,938,902.75,TP
2025-06-17,CERO,ROD_B,10.777052631578949,11.854757894736844,920,991.49,TP
2025-06-18,IMRX,ROD_B,2.3415975,2.5757572500000006,4185,979.96,TP
2025-06-23,INDP,ROD_B,11.528571428571428,12.681428571428572,850,979.93,TP
2025-06-25,ULY,ROD_B,9.965454545454547,10.962000000000002,983,979.6,TP
2025-06-27,DAIC,ROD_B,20.1475,18.535700000000002,486,-783.33,SL
2025-07-02,DAIC,ROD_B,16.131999999999998,17.7452,607,979.21,TP
2025-07-11,AZI,ROD_B,17.58325,19.341575000000002,557,979.39,TP
2025-07-15,KAPA,ROD_B,1.3057389380530973,1.436312831858407,7505,979.96,TP
2025-07-31,PBM,ROD_B,7.905862068965518,8.69644827586207,1239,979.54,TP
2025-08-04,PBM,ROD_B,5.918,5.44456,1655,-783.54,SL
2025-08-08,ORIS,ROD_B,3.28141,3.6095510000000006,2986,979.83,TP
2025-08-11,UGRO,ROD_B,0.42081585365853663,0.3871505853658537,23288,-784.0,SL
2025-08-14,TRIB,ROD_B,1.6474624999999998,1.81220875,5948,979.91,TP
2025-08-19,PRFX,ROD_B,2.6691916666666664,2.455656333333333,3671,-783.89,SL
2025-09-10,JBDI,ROD_B,4.15125,3.81915,2360,-783.76,SL
2025-09-17,SPRC,ROD_B,5.880454545454546,5.410018181818183,1666,-783.75,SL
2025-09-18,PBM,ROD_B,6.136724137931035,5.6457862068965525,1596,-783.54,SL
2025-09-19,AMCI,ROD_B,52.53,48.327600000000004,186,-781.65,SL
2025-09-22,ORIS,ROD_B,4.19972,4.619692000000001,2333,979.79,TP
2025-09-23,GLTO,ROD_B,5.142261363636364,4.7308804545454555,1905,-783.68,SL
2025-09-23,ORIS,ROD_B,5.82908,6.411988000000001,1549,902.92,TP
2025-09-24,QURE,ROD_B,34.273165909090906,37.7004825,285,976.79,TP
2025-09-25,SPRC,ROD_B,5.429928571428571,4.995534285714286,1804,-783.65,SL
2025-09-29,YCBD,ROD_B,1.337846,1.2308183200000002,7325,-783.98,SL
2025-10-01,RVSN,ROD_B,0.523554,0.5759094,18718,979.99,TP
2025-10-02,MIGI,ROD_B,13.6296,14.992560000000001,719,979.97,TP
2025-10-03,BNAI,ROD_B,5.515664999999999,6.0672315,1776,979.58,TP
2025-10-06,SOPA,ROD_B,2.8785250000000002,3.1663775000000003,3404,979.85,TP
2025-10-06,CCTG,ROD_B,1.7132159999999999,1.6982,6280,-94.3,EOD
2025-10-07,CISS,ROD_B,3.5566666666666666,3.2721333333333336,2755,-783.89,SL
2025-10-07,GLTO,ROD_B,5.392727272727273,5.932,1674,902.74,TP
2025-10-07,COCH,ROD_B,1.6815108695652174,1.8496619565217394,5897,991.59,TP
2025-10-07,ULY,ROD_B,5.551311764705882,5.1072068235294115,1961,-870.89,SL
2025-10-07,RVSN,ROD_B,0.677842,0.7456262,14803,1003.41,TP
2025-10-08,ACXP,ROD_B,11.657499999999999,10.7249,840,-783.38,SL
2025-10-08,XBIO,ROD_B,6.9746428571428565,7.672107142857143,1295,903.22,TP
2025-10-08,RNAZ,ROD_B,22.38888888888889,20.59777777777778,442,-791.67,SL
2025-10-14,UGRO,ROD_B,0.5066904761904761,0.46615523809523807,19341,-783.99,SL
2025-10-14,TMQ,ROD_B,9.551828500000001,10.507011350000003,945,902.65,TP
2025-10-20,MSAI,ROD_B,0.612488,0.56348896,16000,-783.98,SL
2025-10-23,MSAI,ROD_B,1.0407769999999998,1.1448547,9416,980.0,TP
2025-10-29,FGL,ROD_B,0.7154061538461538,0.6581736615384616,13698,-783.97,SL
