date,symbol,strategy,entry_price,exit_price,qty,gross_pnl,entry_cost,exit_cost,net_pnl,exit_reason,slippage_pct
2025-11-03,RAY,DIP_SNIPER,3.8715425056475254,3.610949693582697,2148,-559.75,10.92,11.22,-581.89,SL,1.8220858505144262
2025-11-03,YGMZ,DIP_SNIPER,2.416728397887514,2.417420854462354,3427,2.37,17.32,17.82,-32.77,Trailing Stop,0.40494986250471704
2025-11-03,PHIO,DIP_SNIPER,2.440281480045977,2.6729840228962165,3170,737.67,16.02,16.5,705.15,TP,0.42191873232535076
2025-11-03,AREC,DIP_SNIPER,5.106978634561304,4.805618316657322,1720,-518.34,8.79,9.03,-536.16,SL,0.9483697024331365
2025-11-03,DTCK,DIP_SNIPER,2.682353997729128,2.9389426109372034,2947,756.17,14.91,15.35,725.91,TP,0.3947274593577148
2025-11-04,PTLE,DIP_SNIPER,0.3295526127374577,0.3218705754747466,27360,-210.18,45.28,48.19,-303.65,Trailing Stop,0.3496670356821553
2025-11-04,SCNX,DIP_SNIPER,0.9551513968254672,0.9580313059056671,9869,28.42,47.34,48.91,-67.83,Trailing Stop,0.15306869143645613
2025-11-04,RUBI,DIP_SNIPER,26.690206797779947,25.77078826283054,335,-308.01,1.87,1.91,-311.79,Trailing Stop,0.3777247894909306
2025-11-04,DTCK,DIP_SNIPER,4.376726425502398,4.102032163801192,2036,-559.28,10.38,10.66,-580.32,SL,1.343420317177138
2025-11-04,ORIS,DIP_SNIPER,4.405724856821606,4.318539015207093,1878,-163.74,9.57,9.84,-183.15,Trailing Stop,0.2669911732502087
2025-11-05,NVVE,DIP_SNIPER,12.244144607144353,11.670130337498517,762,-437.4,4.02,4.12,-445.54,Trailing Stop,0.45099089398175796
2025-11-05,CHR,DIP_SNIPER,12.873546317035876,12.810878539153645,692,-43.37,3.66,3.76,-50.79,Trailing Stop,0.11010885650178884
2025-11-05,MTC,DIP_SNIPER,0.3752828923438093,0.3533084126135982,22475,-493.88,42.36,43.14,-579.38,SL,0.9004674041664416
2025-11-05,LNAI,DIP_SNIPER,1.0258852804590048,0.9675774444501395,8255,-481.33,41.46,41.31,-564.1,SL,0.719642585211044
2025-11-05,SORA,DIP_SNIPER,4.628004556906413,4.588909144903228,1645,-64.31,8.39,8.63,-81.33,Trailing Stop,0.401437579218066
2025-11-06,YGMZ,DIP_SNIPER,3.776413226920137,4.139663096246786,2452,890.69,12.46,12.84,865.39,TP,0.34644353350411466
2025-11-06,STGW,DIP_SNIPER,7.812632350366865,7.322404472372183,1326,-650.04,6.86,7.04,-663.94,SL,1.341905829186216
2025-11-07,BKYI,DIP_SNIPER,0.8350343690889706,0.8489250264045101,11497,159.7,48.21,50.68,60.81,Trailing Stop,0.37845139887225226
2025-11-10,IMTE,DIP_SNIPER,1.8825857441514608,1.819348401283508,5166,-326.68,26.04,26.79,-379.51,Trailing Stop,0.2550218594567961
2025-11-10,GLTO,DIP_SNIPER,17.37785937445952,17.082013177743054,517,-152.95,2.78,2.86,-158.59,Trailing Stop,0.10518609506985532
2025-11-10,VCIG,DIP_SNIPER,1.7028624207781131,1.664573345588957,5373,-205.73,27.07,27.84,-260.64,Trailing Stop,0.4441778953972998
2025-11-11,VCIG,DIP_SNIPER,2.3648056717118355,2.21158763202098,4107,-629.27,20.75,21.33,-671.35,SL,1.5569436033391817
2025-11-11,GLTO,DIP_SNIPER,26.353683991141565,25.841920632527437,331,-169.39,1.85,1.89,-173.13,Trailing Stop,0.3953800129991381
2025-11-12,VCIG,DIP_SNIPER,1.7920088103713216,1.686384168766129,5448,-575.44,27.46,28.23,-631.13,SL,0.9412665827067374
2025-11-12,SLRX,DIP_SNIPER,1.944199442992635,1.9853244475131713,4284,176.18,21.6,22.23,132.35,Trailing Stop,0.4849900995904061
2025-11-12,CYPH,DIP_SNIPER,0.55699795529721,0.5480859347299177,15760,-140.45,44.09,45.67,-230.21,Trailing Stop,0.3226394482381332
2025-11-13,NVVE,DIP_SNIPER,19.348822967821608,18.71484297608737,498,-315.72,2.7,2.77,-321.19,Trailing Stop,0.10225805440712805
2025-11-13,CMND,DIP_SNIPER,17.90064046030197,18.615263475608987,484,345.88,2.61,2.69,340.58,Trailing Stop,0.22905201195740796
2025-11-14,ASBP,DIP_SNIPER,0.14631908087342557,0.13655012478948728,64466,-629.77,47.37,53.56,-730.7,SL,1.764709971791769
2025-11-14,WTO,DIP_SNIPER,4.147244273934154,4.037156310498805,2096,-230.74,10.67,10.97,-252.38,Trailing Stop,0.24323423526549573
2025-11-21,CCTG,DIP_SNIPER,0.20184433107083197,0.19026449462100203,44764,-518.36,45.38,49.26,-613.0,SL,0.7758036463030384
2025-11-24,AEHL,DIP_SNIPER,1.944477385860108,2.1321397681684986,4615,866.06,23.27,23.96,818.83,TP,0.3172320620329259
2025-11-25,PAVS,DIP_SNIPER,78.3776226337556,78.32456250605874,83,-4.4,1.14,1.16,-6.7,Trailing Stop,0.18534152407447838
2025-12-01,FLYE,DIP_SNIPER,11.192221042363677,11.241267671457496,813,39.87,4.27,4.38,31.22,Trailing Stop,0.48012331054406077
2025-12-10,BEAT,DIP_SNIPER,1.02,1.1164746742091025,9437,910.43,47.4,48.79,814.24,TP,0.4924532790461186
2025-12-10,BBGI,DIP_SNIPER,16.561068804643188,18.181444671460294,597,967.36,3.2,3.31,960.85,TP,0.19613915057330264
2025-12-10,MIGI,DIP_SNIPER,7.1940841749867,6.70190608856421,1543,-759.43,7.96,8.17,-775.56,SL,1.9383452241109003
2025-12-11,ATPC,DIP_SNIPER,0.1626209127482676,0.15467499184833375,56534,-449.21,46.17,52.11,-547.49,Trailing Stop,0.41848263426121374
2025-12-11,MIGI,DIP_SNIPER,8.117024833401132,7.915593336011514,1088,-219.16,5.64,5.79,-230.59,Trailing Stop,0.213131597711759
2025-12-11,BTTC,DIP_SNIPER,8.747140897368368,8.778873470568506,968,30.72,5.03,5.17,20.52,Trailing Stop,0.42112669500331756
2025-12-11,PETS,DIP_SNIPER,3.020622326687596,2.827198960534183,2787,-539.07,14.12,14.51,-567.7,SL,1.4772922939715427
2025-12-11,BEAT,DIP_SNIPER,2.041433724425389,2.095994718392225,4142,225.99,20.9,21.5,183.59,Trailing Stop,0.16695792368539797
2025-12-12,YCBD,DIP_SNIPER,1.3746513460058998,1.3454705492278132,6863,-200.27,34.52,35.51,-270.3,Trailing Stop,0.18431258997421
2025-12-15,YCBD,DIP_SNIPER,1.5991127696547098,1.5916958468588076,6045,-44.84,30.44,31.31,-106.59,Trailing Stop,0.2696837807764562
2025-12-15,RADX,DIP_SNIPER,14.672077428190057,13.713776644210263,651,-623.85,3.47,3.55,-630.87,SL,1.6120625522942102
2025-12-15,MASK,DIP_SNIPER,0.4099728564843733,0.45024181709651223,21580,869.0,44.43,51.92,772.65,TP,0.16150183088705822
2025-12-15,AMCI,DIP_SNIPER,6.665910123915359,7.323020270142411,1333,875.93,6.86,7.07,862.0,TP,0.12929921166380662
2025-12-16,RILYL,DIP_SNIPER,8.566020541999922,8.351350563745488,1093,-234.63,5.67,5.83,-246.13,Trailing Stop,0.3299849177051166
2025-12-16,RILYP,DIP_SNIPER,7.06,6.62807950259903,977,-421.99,5.04,5.17,-432.2,SL,1.1766884956160624
2025-12-16,AZI,DIP_SNIPER,2.110041331095485,2.129605795838598,3903,76.36,19.7,20.26,36.4,Trailing Stop,0.3693194929310851
2025-12-16,AMCI,DIP_SNIPER,13.055341356544035,12.328796783514699,682,-495.5,3.61,3.69,-502.8,SL,0.5948563861395484
2025-12-16,VMAR,DIP_SNIPER,0.9419,0.8778746484936861,8358,-535.12,39.54,38.06,-612.72,SL,1.8920716252495005
2025-12-17,YCBD,DIP_SNIPER,2.0145038560311597,2.007099505583399,4711,-34.88,23.76,24.45,-83.09,Trailing Stop,0.34262633647473223
2025-12-17,VYNE,DIP_SNIPER,0.7081733932928468,0.6654136260804532,12951,-553.78,46.06,45.16,-645.0,SL,1.0926698873429266
2025-12-17,PCSA,DIP_SNIPER,6.860822744288599,6.7512873129319395,1212,-132.76,6.24,6.42,-145.42,Trailing Stop,0.18794629018420414
2025-12-18,UGRO,DIP_SNIPER,0.4591393971484031,0.44517353372370944,20911,-292.04,48.22,49.78,-390.04,Trailing Stop,0.318289787456329
2025-12-18,ATHA,DIP_SNIPER,6.4401694073336655,6.50556396785004,1414,92.47,7.27,7.48,77.72,Trailing Stop,0.46566756655384717
2025-12-19,PRPH,DIP_SNIPER,1.553666660694859,1.4683565482103038,6280,-535.75,31.62,32.51,-599.88,SL,0.5167253116539589
2025-12-19,AZI,DIP_SNIPER,2.8248659985193934,2.647150175781007,2948,-523.91,14.92,15.34,-554.17,SL,1.3590778924150937
2025-12-19,LAZR,DIP_SNIPER,0.469935029533023,0.4619078562055483,18349,-147.29,43.3,45.23,-235.82,Trailing Stop,0.22187646093980334
2025-12-23,TRIB,DIP_SNIPER,1.2354586082665586,1.3527224544618253,7306,856.73,36.73,37.81,782.19,TP,0.4622512121377334
2025-12-23,HIHO,DIP_SNIPER,1.3672344481260765,1.3727234640729467,7097,38.96,35.7,36.73,-33.47,Trailing Stop,0.34675396929606306
2025-12-23,PCLA,DIP_SNIPER,0.17811350102844387,0.17766092059934493,54298,-24.57,48.57,56.32,-129.46,Trailing Stop,0.4198640214422126
2025-12-24,DRMA,DIP_SNIPER,2.879546793056387,2.788551250704731,3379,-307.47,17.11,17.59,-342.17,Trailing Stop,0.4977252201701734
2025-12-24,ELOG,DIP_SNIPER,2.774984068612269,2.5964928897735597,3093,-552.07,15.65,16.09,-583.81,SL,1.5075278736728739
2025-12-24,AMCI,DIP_SNIPER,11.25177932729931,10.557629343590552,768,-533.11,4.03,4.13,-541.27,SL,1.2307856152006227
2025-12-24,ECDA,DIP_SNIPER,0.93016177541652,0.8761267309659578,8693,-469.73,40.61,39.51,-549.85,SL,0.8517992731188803
2025-12-26,DTCK,DIP_SNIPER,0.4367550839608526,0.4327848459760245,22213,-88.19,48.72,51.5,-188.41,Trailing Stop,0.22711437489349018
2025-12-26,ECDA,DIP_SNIPER,1.6013150493224804,1.5899769633022447,5799,-65.75,29.2,30.04,-124.99,Trailing Stop,0.3773832517390547
2025-12-26,PCLA,DIP_SNIPER,0.3848842520494669,0.384826261201529,23096,-1.34,44.64,47.99,-93.97,Trailing Stop,0.22653326379853167
2025-12-26,PAVS,DIP_SNIPER,2.1873476961394647,2.175948330620556,4001,-45.61,20.2,20.78,-86.59,Trailing Stop,0.41426404482580936
2025-12-26,SOPA,DIP_SNIPER,1.5335036724006321,1.559588872531505,5976,155.89,30.08,30.95,94.86,Trailing Stop,0.15372233295315557
2025-12-29,MASK,DIP_SNIPER,0.27189813427083975,0.2681022120352269,34167,-129.7,46.66,50.96,-227.32,Trailing Stop,0.27814318942648647
2025-12-29,SOPA,DIP_SNIPER,2.3678319760413356,2.2164112276958714,3683,-557.68,18.61,19.13,-595.42,SL,1.4683274061228446
2025-12-29,BNAI,DIP_SNIPER,2.2031226915400977,2.065592081099556,3730,-512.99,18.83,19.36,-551.18,SL,1.3079270556170335
2025-12-29,CCTG,DIP_SNIPER,0.2186289841377559,0.21386058709464706,37222,-177.49,40.87,45.37,-263.73,Trailing Stop,0.3909701468807458
2025-12-29,BFRGW,DIP_SNIPER,0.2199,0.24108798875426657,36568,774.8,40.38,49.58,684.84,TP,0.3315603149090244
2025-12-29,RPGL,DIP_SNIPER,0.7066596353542021,0.775737938338156,11337,783.14,40.23,45.81,697.1,TP,0.204246528576223
2025-12-30,BFRGW,DIP_SNIPER,0.6248361160719799,0.5886380353849151,14689,-531.71,46.09,45.55,-623.35,SL,0.8349599714365327
2025-12-30,SOPA,DIP_SNIPER,3.736899491611461,3.5996797155070586,2284,-313.41,11.61,11.93,-336.95,Trailing Stop,0.28588045686818114
2025-12-30,ULY,DIP_SNIPER,2.414185750525544,2.652836211973013,3435,819.76,17.36,17.87,784.53,TP,0.1042366733034804
2025-12-31,INBS,DIP_SNIPER,7.9660325740680875,8.132201465986794,1206,200.4,6.24,6.42,187.74,Trailing Stop,0.34561439062405125
2026-01-02,CHOW,DIP_SNIPER,0.954551132069491,0.9579294043600441,9383,31.7,44.98,46.5,-59.78,Trailing Stop,0.16368896716578354
2026-01-02,LVRO,DIP_SNIPER,1.0106279227300439,0.9446977331758685,9606,-633.33,48.24,46.97,-728.54,SL,1.6038797132522364
2026-01-02,BNAI,DIP_SNIPER,3.750928872763279,3.6616252872115727,2175,-194.24,11.06,11.37,-216.67,Trailing Stop,0.4045889511336152
2026-01-05,VRME,DIP_SNIPER,1.0713390457708498,1.1101981736720312,8570,333.02,43.05,44.3,245.67,Trailing Stop,0.11712337633545875
2026-01-05,TMDE,DIP_SNIPER,1.035,0.9726098617446544,9498,-592.58,47.71,47.77,-688.06,SL,1.0821396649219939
2026-01-05,MNTS,DIP_SNIPER,9.601003262900168,8.986620877000714,596,-366.17,3.11,3.18,-372.46,SL,1.4727871230699618
2026-01-05,UFG,DIP_SNIPER,0.9942,1.0121101546651123,8619,154.37,43.03,44.54,66.8,Trailing Stop,0.43185886226146014
2026-01-05,LHSW,DIP_SNIPER,0.9758996740798929,0.9200515122202912,8866,-495.15,43.45,42.25,-580.85,SL,0.760774724669675
2024-11-01,NMHI,ROD_B,3.539418557065054,3.216596536177987,2624,-847.08,13.33,13.69,-874.1,SL,1.2182219640801233
2024-11-06,TMQ,ROD_B,0.78447201760359,0.7871735147670175,12051,32.56,47.48,49.39,-64.31,Trailing Stop,0.26435968286528
2024-11-07,NMHI,ROD_B,6.232417380872186,6.339357648737977,1504,160.84,7.73,7.95,145.16,Trailing Stop,0.1644516561470152
2024-11-08,NMHI,ROD_B,8.560887511025038,7.816984817381911,1046,-778.12,5.43,5.56,-789.11,SL,0.7495120494618227
2024-11-11,CERO,ROD_B,342.7478444986978,375.18389910757975,20,648.72,1.15,1.17,646.4,TP,0.487697474848046
2024-11-12,CERO,ROD_B,492.6727989552745,496.9310686000548,15,63.87,1.16,1.17,61.54,Trailing Stop,0.3646980250516632
2024-11-13,NMHI,ROD_B,5.0262611160531225,5.50994468726963,1796,868.7,9.18,9.46,850.06,TP,0.34261035917036475
2024-11-15,CERO,ROD_B,599.9564007919471,578.5091486233013,14,-300.26,1.19,1.18,-302.63,Trailing Stop,0.4321454298817123
2024-11-18,NIVF,ROD_B,4654.0,4538.507082415254,1,-115.49,1.1,1.1,-117.69,Trailing Stop,0.3883261837659749
2024-11-19,PRFX,ROD_B,2.8250409496468687,2.89801995710687,3418,249.44,17.3,17.8,214.34,Trailing Stop,0.17842528565479437
2024-11-29,PRFX,ROD_B,3.394272636248258,3.7225048065598885,2649,869.49,13.44,13.85,842.2,TP,0.29983913044474025
2024-12-02,EHGO,ROD_B,4.6588167055090315,5.113423338939698,2057,935.13,10.5,10.82,913.81,TP,0.2200136728613795
2024-12-02,PPBT,ROD_B,5.340374733361145,5.397954466889657,1811,104.28,9.27,9.53,85.48,Trailing Stop,0.13958991971773854
2024-12-02,SNTI,ROD_B,3.9713883966213412,4.358310884233988,2564,992.07,13.05,13.44,965.58,TP,0.23386261540582512
2024-12-02,FGL,ROD_B,3.5,3.8336757554250305,2570,857.55,13.05,13.44,831.06,TP,0.4240063525966252
2024-12-03,CTNT,ROD_B,5.732874827775367,6.285305214572429,1641,906.54,8.41,8.67,889.46,TP,0.3307415025707914
2024-12-04,SVMH,ROD_B,1.6705149115017563,1.8331186904963797,5737,932.86,28.9,29.75,874.21,TP,0.2420436153563567
2024-12-05,SVMH,ROD_B,2.5562519714933147,2.5104819137209757,3746,-171.45,18.94,19.48,-209.87,Trailing Stop,0.27877204683313506
2024-12-05,PBM,ROD_B,28.513561748247817,28.654172200462355,323,45.42,1.82,1.87,41.73,Trailing Stop,0.15793933531122695
2024-12-05,PRFX,ROD_B,6.0136606054169155,5.921544358413721,1590,-146.46,8.16,8.39,-163.01,Trailing Stop,0.26872659513733804
2024-12-05,TARA,ROD_B,4.12,4.52453127326437,2085,843.45,10.61,10.94,821.9,TP,0.16479979557879415
2024-12-05,RKDA,ROD_B,7.381986765245492,7.192262680949832,1343,-254.8,6.93,7.12,-268.85,Trailing Stop,0.3841733940466416
2024-12-06,ALBT,ROD_B,3.321911749823919,3.0013249112460683,2786,-893.15,14.13,14.52,-921.8,SL,1.7942097254705038
2024-12-06,UPC,ROD_B,130.4138726937068,131.49063975103772,64,68.91,1.18,1.2,66.53,Trailing Stop,0.2801154625832708
2024-12-09,LDTC,ROD_B,0.49117598100230153,0.4907431234543849,18002,-7.79,44.41,46.98,-99.18,Trailing Stop,0.3911089665729618
2024-12-10,QURE,ROD_B,12.639311101536652,12.660169232816289,755,15.75,3.99,4.1,7.66,Trailing Stop,0.3998958947660468
2024-12-10,CPIX,ROD_B,2.44,2.671882373676836,3642,844.52,18.41,18.95,807.16,TP,0.4514763905798965
2024-12-11,NIVF,ROD_B,4314.1484172870505,4267.524841683133,1,-46.62,1.1,1.09,-48.81,Trailing Stop,0.141571361608661
2024-12-11,CADL,ROD_B,10.549688029450323,10.39308044685542,892,-139.69,4.67,4.79,-149.15,Trailing Stop,0.4541885268385596
2024-12-11,LDTC,ROD_B,1.7820413894497844,1.7810480619108409,5248,-5.21,26.45,27.21,-58.87,Trailing Stop,0.27726417072558607
2024-12-18,FGL,ROD_B,2.331548790944179,2.112949822089037,3794,-829.36,19.17,19.7,-868.23,SL,1.4953237029557067
2024-12-19,PRFX,ROD_B,2.9659843988289984,3.2471200547933763,3261,916.78,16.52,17.01,883.25,TP,0.473943028665824
2024-12-19,PBM,ROD_B,30.778212464450352,31.969797460491876,335,399.18,1.9,1.96,395.32,Trailing Stop,0.17081465599188486
2024-12-20,PBM,ROD_B,35.241919091235154,34.669958967827505,271,-155.0,1.57,1.6,-158.17,Trailing Stop,0.4509174840569034
2024-12-24,AMPG,ROD_B,4.034429879565627,4.0799,1923,87.44,9.79,10.07,67.58,EOD (Forced),0.0
2024-12-26,SPRC,ROD_B,11.43831043232837,11.51098911059154,811,58.94,4.26,4.38,50.3,Trailing Stop,0.1908513778588407
2024-12-26,RVSN,ROD_B,0.582477523582801,0.5594518188808149,15836,-364.64,46.32,46.79,-457.75,Trailing Stop,0.20392281757508976
2024-12-26,RAY,ROD_B,24.02201023192323,24.070526255722843,295,14.31,1.63,1.67,11.01,Trailing Stop,0.40331737949832225
2024-12-27,RAY,ROD_B,35.554296601111645,32.093981089114365,247,-854.7,1.43,1.45,-857.58,SL,1.8831325936160794
2024-12-30,RVSN,ROD_B,1.47,1.4379469554523534,6509,-208.63,32.76,33.7,-275.09,Trailing Stop,0.4191859105018455
2024-12-30,REKR,ROD_B,2.365,2.4354094939018367,3629,255.52,18.33,18.87,218.32,Trailing Stop,0.24945755061081343
2024-12-30,FLYE,ROD_B,64.612796718778,62.45799355386741,101,-217.64,1.14,1.15,-219.93,Trailing Stop,0.3859751931939061
2024-12-31,FLYE,ROD_B,80.93026386326667,88.78391040284099,112,879.61,1.2,1.24,877.17,TP,0.26889575310147706
2024-12-31,BREA,ROD_B,8.560064203085295,8.237408791548507,1220,-393.64,6.33,6.5,-406.47,Trailing Stop,0.34528648795954864
2025-01-02,ORIS,ROD_B,44.11430976304855,42.20171875032161,152,-290.71,1.15,1.16,-293.02,Trailing Stop,0.3971707568524607
2025-01-06,RHE,ROD_B,4.24,4.653933310096423,2122,878.37,10.81,11.14,856.42,TP,0.21583811971651418
2025-01-06,FUBO,ROD_B,1.625,1.4764919893854396,6350,-943.03,31.98,32.88,-1007.89,SL,1.2379940210408282
2025-01-06,SPRC,ROD_B,14.60708286471277,16.033591530150943,658,938.64,3.5,3.62,931.52,TP,0.21284581503032185
2025-01-07,EZGO,ROD_B,21.7496477411358,21.618169298457097,437,-57.46,2.4,2.46,-62.32,Trailing Stop,0.19312419918238216
2025-01-07,MDIA,ROD_B,1.6055985833987811,1.4476528072460724,5943,-938.67,29.93,30.77,-999.37,SL,1.9969451692483993
2025-01-07,MSAI,ROD_B,3.7655340407959494,3.889855124145132,2100,261.07,10.67,10.99,239.41,Trailing Stop,0.13208923889263358
2025-01-07,IMRX,ROD_B,3.882333504513585,3.5334446215757636,2142,-747.32,10.89,11.19,-769.4,SL,1.072366112786368
2025-01-07,HOTH,ROD_B,1.5503132008343647,1.4790421511269132,5191,-369.97,26.13,26.88,-422.98,Trailing Stop,0.1995849442028936
2025-01-07,SYRA,ROD_B,0.6468488020396029,0.6258734568702298,12091,-253.61,39.28,39.76,-332.65,Trailing Stop,0.1796719505215723
2025-01-07,XTIA,ROD_B,46.65822737353874,42.406496753087374,159,-676.03,1.16,1.17,-678.36,SL,1.2092383174872727
2025-01-07,CERO,ROD_B,123.50548120008204,120.64249357609904,48,-137.42,1.13,1.13,-139.68,Trailing Stop,0.16344457456220463
2025-01-07,CGBS,ROD_B,0.6929529389134536,0.691172036478359,9604,-17.1,33.42,34.73,-85.25,Trailing Stop,0.3083705011670039
2025-01-08,TPET,ROD_B,1.6689022545199979,1.6584406627371757,5460,-57.12,27.5,28.29,-112.91,Trailing Stop,0.24417066242551677
2025-01-08,EONR,ROD_B,1.9129208306563832,1.987954386452104,4615,346.28,23.27,23.95,299.06,Trailing Stop,0.3531635863606979
2025-01-08,CURR,ROD_B,2.825197945548921,3.092566560373387,3265,872.96,16.53,17.02,839.41,TP,0.48753397179243974
2025-01-08,XHG,ROD_B,27.716327075192517,28.403531799631796,368,252.89,2.07,2.12,248.7,Trailing Stop,0.33848491357264504
2025-01-08,SILO,ROD_B,2.234394151529515,2.2352747245553455,4572,4.03,23.09,23.75,-42.81,Trailing Stop,0.2999676826340006
2025-01-08,VIR,ROD_B,12.608426789694535,13.800091044722173,865,1030.79,4.57,4.71,1021.51,TP,0.4987892411934142
2025-01-08,CGBS,ROD_B,0.8260812446399771,0.8156799945530001,13598,-141.44,56.41,57.67,-255.52,Trailing Stop,0.16156737417378464
2025-01-10,VMAR,ROD_B,30.02598573479337,27.389376606602184,297,-783.07,1.68,1.71,-786.46,SL,0.8490119462840954
2025-01-10,AIFF,ROD_B,3.65,3.4623197530624337,2412,-452.68,12.25,12.59,-477.52,Trailing Stop,0.4222101506346344
2025-01-10,CGBS,ROD_B,0.9162793864594132,0.880333850100574,8428,-302.95,38.78,38.48,-380.21,Trailing Stop,0.25110757457663857
2025-01-13,ATPC,ROD_B,2.140789460085656,2.045964640091002,4530,-429.56,22.86,23.51,-475.93,Trailing Stop,0.29412085326500526
2025-01-13,PHIO,ROD_B,2.632069744136076,2.8858184084842757,3365,853.86,17.02,17.53,819.31,TP,0.32668069358654833
2025-01-13,SLRX,ROD_B,41.029102649572266,41.23816386628952,240,50.17,1.42,1.45,47.3,Trailing Stop,0.21012978514332123
2025-01-13,KAPA,ROD_B,1.2732493204367967,1.2903520458171895,7640,130.66,38.41,39.53,52.72,Trailing Stop,0.1275506333444638
2025-01-14,NMHI,ROD_B,2.4549022115628847,2.691841845827788,3919,928.57,19.81,20.4,888.36,TP,0.31664238085482327
2025-01-14,AIFF,ROD_B,2.85,3.1240935280336095,3700,1014.15,18.73,19.29,976.13,TP,0.3478938426280895
2025-01-14,ERNA,ROD_B,6.504631782398701,7.127304469846085,1650,1027.41,8.49,8.75,1010.17,TP,0.3884014250735693
2025-01-17,ZEO,ROD_B,3.483544662443848,3.508815435498592,2762,69.8,14.02,14.42,41.36,Trailing Stop,0.17594778097888755
2025-01-24,RNAZ,ROD_B,174.37671616841163,181.05081902611295,42,280.31,1.16,1.17,277.98,Trailing Stop,0.3452156969402107
2025-01-24,PCLA,ROD_B,4.1264509370265,4.174210594709903,2274,108.61,11.58,11.91,85.12,Trailing Stop,0.13850251890182652
2025-01-28,TRIB,ROD_B,1.0003,1.09838630384902,8922,875.13,44.81,46.12,784.2,TP,0.176646656092267
2025-01-28,RNAZ,ROD_B,359.72518811718686,364.1566772273479,28,124.08,1.22,1.23,121.63,Trailing Stop,0.36316850331398737
2025-01-30,NWTG,ROD_B,21.94710721026343,22.20340530602532,427,109.44,2.34,2.41,104.69,Trailing Stop,0.11963425089822417
2025-01-31,SOPA,ROD_B,1.247452023307403,1.2516989697230365,7801,33.13,39.22,40.35,-46.44,Trailing Stop,0.1834952373974006
2025-02-03,SOPA,ROD_B,2.191814901691495,2.150306021828759,4395,-182.43,22.19,22.82,-227.44,Trailing Stop,0.2872236573726533
2025-02-05,RNAZ,ROD_B,267.2854799488611,275.06040116828825,27,209.92,1.16,1.17,207.59,Trailing Stop,0.47529754307994426
2025-02-05,CPIX,ROD_B,4.788068579534412,4.914931422318781,2046,259.56,10.45,10.75,238.36,Trailing Stop,0.12332000977886605
2025-02-06,SOPA,ROD_B,2.158289448732761,2.096809380487533,1417,-87.12,7.15,7.36,-101.63,Trailing Stop,0.12815525184409765
2025-02-06,NIVF,ROD_B,782.1971963864728,780.8641256905661,4,-5.33,1.07,1.07,-7.47,Trailing Stop,0.3077941092762924
2025-02-10,BNAI,ROD_B,6.17542316889247,6.092375675550445,1457,-121.0,7.48,7.69,-136.17,Trailing Stop,0.3104768087174788
2025-02-11,AIFF,ROD_B,4.124506704248885,3.9676327693308107,2271,-356.26,11.56,11.88,-379.7,Trailing Stop,0.32325664286370454
2025-02-11,SOPA,ROD_B,3.583056574176554,3.9317774162004557,2535,884.01,12.88,13.26,857.87,TP,0.24318534634856148
2025-02-12,NWTG,ROD_B,16.477365208504708,15.994313367647088,559,-270.03,3.0,3.07,-276.1,Trailing Stop,0.14164095868709475
2025-02-12,AIFF,ROD_B,11.682869327349284,11.907521690821797,774,173.88,4.07,4.19,165.62,Trailing Stop,0.3630127524083151
2025-02-14,NWTG,ROD_B,28.985878146131714,28.435572330439765,316,-173.9,1.78,1.82,-177.5,Trailing Stop,0.22606199845695893
2025-02-24,ATPC,ROD_B,1.47,1.3288786201763232,6421,-906.14,32.31,33.22,-971.67,SL,1.7392324625611417
2025-03-11,RAY,ROD_B,21.484016237855553,20.937074573673385,436,-238.47,2.39,2.44,-243.3,Trailing Stop,0.18557125441748817
2025-03-21,GLTO,ROD_B,5.87,6.002411986503088,1544,204.44,7.92,8.15,188.37,Trailing Stop,0.4846607102525338
2025-03-21,RNAZ,ROD_B,36.55625461904715,37.19759661408409,245,157.13,1.42,1.46,154.25,Trailing Stop,0.11386516089128396
2025-03-24,RAY,ROD_B,24.566323542130043,23.44282085221958,378,-424.68,2.1,2.14,-428.92,Trailing Stop,0.4973648038218157
2025-03-25,RAY,ROD_B,29.993299825466142,30.95034709688359,325,311.04,1.84,1.89,307.31,Trailing Stop,0.18592912511742238
2025-03-31,NWTG,ROD_B,1.9739165230790305,1.7913781559178954,4721,-861.76,23.81,24.48,-910.05,SL,1.3560023076004062
2025-04-01,YCBD,ROD_B,2.19397118671148,2.1977128403708974,4036,15.1,20.38,20.96,-26.24,Trailing Stop,0.2422623013141963
2025-04-03,MRM,ROD_B,0.5257832057686442,0.5772051343333408,18432,947.81,48.67,56.1,843.04,TP,0.19994276235399885
2025-04-04,AEHL,ROD_B,3.7775959768473832,4.144555003435588,2358,865.29,11.99,12.35,840.95,TP,0.2599192993911056
2025-04-07,NWTG,ROD_B,2.210649864168406,2.42157066811704,4310,909.07,21.76,22.41,864.9,TP,0.41716167772571194
2025-04-09,PHIO,ROD_B,1.6859299122252644,1.693225157168583,5639,41.14,28.41,29.22,-16.49,Trailing Stop,0.42780610593454726
2025-04-09,MRM,ROD_B,0.7216127477311832,0.7321314204284868,12609,132.63,45.7,48.19,38.74,Trailing Stop,0.39231574478251086
2025-04-09,AEHL,ROD_B,4.773749236785248,4.727734441566116,2011,-92.54,10.27,10.56,-113.37,Trailing Stop,0.46874859860808105
